name,id,popularity,release_date,hit_miss,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,tempo_confidence,time_signature,time_signature_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
To My Love - Tainy Remix,5LciLoxa1gK70yIUeoHgRx,76,16/12/16,hit,251.77333,7,0.325,-4.292,1,0.524,99.996,0.7,4,1,0.129,0.764,0.59,0.00847,0.0851,0.0395,0.281
It's Definitely You,2LowwiemmGMzzNSH1PJprK,64,20/12/16,miss,230.69333,10,0.285,-3.193,0,0.526,94.999,0.521,4,1,0.241,0.737,0.731,0,0.087,0.0706,0.761
Closer (feat. Halsey),7crMiinWx373rNBZBaVske,65,4/11/16,miss,245.50667,8,0.602,-5.597,1,0.591,94.962,0.152,4,1,0.415,0.736,0.541,0,0.11,0.0297,0.662
"Wishing Remix (feat. Chris Brown, Fabolous, Trey Songz, Jhene Aiko & Tory Lanez)",6cfk99ICcxQrT0s149uFcF,56,29/9/16,miss,330.38667,3,0,-4.464,0,0,108.406,0.191,4,0.967,0.197,0.563,0.691,0,0.0886,0.382,0.567
Olha a Explosão,6m2LNopVJKsvBB9l7Z1rwn,74,15/12/16,hit,161.59347,6,0.589,-2.887,1,0.508,89.988,0.196,4,0.78,0.104,0.766,0.62,0,0.0796,0.127,0.367
Work,72TFWvU3wUYdUuxejTTIzt,76,28/1/16,hit,219.32,11,0.778,-6.222,1,0.594,91.496,0.02,4,1,0.0641,0.594,0.533,0,0.0928,0.0981,0.524
Hear Me Now,39cmB3ZoTOLwOTq7tMNqKa,75,2016,hit,194.84,11,0.288,-7.603,1,0.456,121.999,0.697,4,1,0.546,0.778,0.463,0.00289,0.0731,0.0389,0.496
PS GFY,7shSdXO7iF0H0KeIdI4D4Z,56,23/9/16,miss,254.74689,11,0,-7.212,0,0.18,100.999,0.413,4,1,0.00209,0.721,0.782,6.74E-05,0.144,0.0383,0.466
Your Best American Girl,172rW45GEnGoJUuWfm1drt,57,17/6/16,miss,212.18395,7,0.823,-9.655,1,0.72,76.972,0.234,4,0.91,0.0159,0.36,0.257,0.00512,0.226,0.0315,0.13
The Meaning,6BC5qv70s01qQpFyKSsuLV,59,20/5/16,miss,225.00766,11,0.747,-10.393,0,0.627,144.029,0.318,4,1,0.0949,0.678,0.455,0,0.0798,0.0905,0.571
Money Mitch,7A1Heow9lN9CIuuJzJ6MDP,56,10/8/16,miss,247.09224,8,0.408,-13.886,1,0.55,141.001,0.816,4,0.982,0.22,0.842,0.333,0,0.168,0.384,0.143
Edge of Seventeen - 2016 Remaster,5LNiqEqpDc8TuqPy79kDBu,61,4/11/16,miss,329.41333,0,0.509,-7.299,1,0.563,111.457,0.791,4,1,0.327,0.591,0.804,5.98E-06,0.0818,0.0454,0.658
Homecoming,164uPGiUKnYHwJOHcgfy1e,60,1/4/16,miss,272.56163,10,0.65,-5.956,0,0.572,89.999,0.038,4,0.98,0.00114,0.403,0.696,0.265,0.0722,0.236,0.0696
untitled 08 | 09.06.2014.,5bBUDJUfGcG7eFy3Bf4fXv,58,4/3/16,miss,235.50667,11,0.425,-9.661,0,0.351,119.987,0.374,4,0.987,0.242,0.843,0.527,1.89E-06,0.137,0.211,0.667
Trade-Off,4sY3JiBfTCqInH7Tov3dxx,57,11/3/16,miss,249.36,2,0.475,-9.161,1,0.67,140.045,0.089,4,1,0.0353,0.859,0.445,0,0.16,0.363,0.147
Go Big Or Go Home,1obisQNOcikRvTdStbW3pG,58,1/7/16,miss,169.02667,1,0.699,-4.211,1,0.707,121.993,0.846,4,0.596,0.01,0.671,0.87,0,0.102,0.0448,0.723
Kiss This,3Zm5SMUA3JH98Aty7Zc0xr,57,4/3/16,miss,177.84,8,0.666,-3.796,1,0.621,186.081,0.941,4,1,0.000702,0.426,0.965,0.00189,0.179,0.103,0.8
Yes and Amen,7g6LwD8T8nYuuDj6l62nSL,57,12/8/16,miss,426.71533,2,0.527,-6.723,1,0.62,72.009,0.014,4,0.973,0.319,0.494,0.522,0,0.67,0.0291,0.188
Love On The Brain,4JlYrtPZlMWkhCiMrLHUrP,54,28/1/16,miss,224,4,0.215,-4.8,0,0.359,171.89,0.684,3,1,0.0684,0.502,0.639,1.26E-05,0.0758,0.0481,0.36
The Longest Walk,4nBygLCezMbtPVvUs398Ol,62,16/9/16,miss,165.66667,7,0.079,-14.985,0,0.332,80.426,0,5,0.578,0.913,0.0759,0.156,0.956,0.0985,0.0361,0.0397
Sexual,5fKBwqSTuCbnJlCOpeRa3o,71,2016,hit,188.88889,2,0.366,-7.503,1,0.492,108.024,0.667,4,0.982,0.0692,0.797,0.567,0,0.0705,0.0651,0.843
Daddy Lessons,7tTElNyvXsfFcxDXIiH5cm,60,20/11/16,miss,385.41333,7,0.71,-5.558,1,0.671,90.94,0.386,4,0.966,0.0202,0.621,0.851,1.45E-05,0.887,0.134,0.449
Comin' In Hot,6jrEGOnjD24WjfEbYjr825,54,9/9/16,miss,179.89333,9,0.603,-3.213,1,0.631,101.027,0.383,4,1,0.0569,0.65,0.838,0,0.146,0.0373,0.773
Be Mine,2KklXplRtxMsBYo474Es0w,73,25/11/16,hit,161.32231,5,0.85,-7.361,1,0.661,123.024,0.858,4,0.991,0.194,0.779,0.666,0.000556,0.0576,0.0482,0.507
My Lover,3PgZ3mM7KT9YubwfrYqb7H,56,2/12/16,miss,269.59556,0,0.523,-12.1,1,0.546,71.454,0.033,4,0.719,0.83,0.328,0.185,7.30E-05,0.117,0.0365,0.0923
Who's Got You Singing Again,6zeS1N6ls8cG4TMablZtFu,62,14/9/16,miss,264.2044,0,0.789,-6.223,1,0.701,117.999,0.833,4,1,0.532,0.83,0.501,0.0013,0.0985,0.0308,0.481
To D.R.E.A.M.,6w2VaBGWcColW05nZROWvS,57,19/8/16,miss,339.52,7,0.265,-8.304,1,0.545,137.671,0.007,5,0.998,0.00979,0.48,0.523,0,0.143,0.105,0.0979
Webbie (feat. Duke),6pRkwu4Pt9d7Ki6g4ppOYj,56,26/8/16,miss,235.89333,1,0.196,-7.033,0,0.53,78.52,0.095,4,1,0.123,0.696,0.589,0,0.134,0.295,0.273
"Or Nah (feat. Wiz Khalifa) - Live from The Village, Los Angeles",6hYdhO1BF8V03tuF8pADKP,56,19/2/16,miss,263.14154,8,0,-8.589,0,0.183,121.991,0.405,4,0.866,0.0385,0.703,0.423,0,0.0476,0.0406,0.265
Just A Lil' Thick (She Juicy),5zaIgI9HNUPIcfaeVRlxGa,54,15/4/16,miss,203.53351,4,0.43,-5.589,1,0.322,99.995,0.597,4,1,0.108,0.857,0.72,0,0.218,0.289,0.729
Fashion,2UiPa2Dc6w4EyWtDxP07UQ,53,10/6/16,miss,235.75102,3,0.71,-8.562,1,0.595,141.881,0.049,4,0.994,0.331,0.557,0.371,0,0.196,0.051,0.378
Todavía Me Amas,6eB5YDhEiJ2vsNajJP3732,61,5/2/16,miss,285.22667,11,0.853,-8.469,0,0.749,130.018,0.843,4,0.907,0.618,0.797,0.536,0,0.234,0.037,0.925
Cherry Wine,3EJaUuGn4gtGa7u0vswTGv,62,2/12/16,miss,246.09374,10,0.513,-11.266,1,0.611,124.033,0.126,3,0.424,0.963,0.479,0.177,0,0.116,0.036,0.136
Jamz,1FvnH3avKvSZRqNM7yCoRc,54,20/4/16,miss,209.72975,2,0.042,-8.611,1,0.39,110.992,0.802,4,1,0.889,0.803,0.49,0.00765,0.123,0.0284,0.658
Floral & Fading,3Fnf4J72Y1ImGILcAh1Z2s,55,13/5/16,miss,209.18667,2,0.582,-3.765,1,0.646,99.988,0.38,4,0.997,0.00115,0.653,0.796,0,0.397,0.0252,0.761
Really Got It,0pn8eHCvZsBAF9Y9wfv4rt,56,8/4/16,miss,187.60109,11,0.582,-4.757,0,0.435,148.527,0.668,4,0.651,0.294,0.713,0.967,0,0.744,0.442,0.7
Epilogue,762K1h8yVV5IgAVuEMpqfZ,59,9/12/16,miss,459.46667,7,0.291,-11.568,1,0.512,127.15,0.113,4,0.863,0.661,0.408,0.27,0.829,0.516,0.0438,0.14
Tuesday (feat. Danelle Sandoval),7EVk9tRb6beJLTHrg6AkY9,75,2/9/16,hit,241.87497,9,0.617,-6.052,0,0.51,99.002,0.375,4,1,0.0156,0.841,0.639,0.0654,0.0545,0.0688,0.675
Baby Sleep Shhh: The Perfect Settling Tool for Babies!,38wDkBNOGJJ0YtqWOaLEFh,71,8/10/16,hit,331.30249,9,0.378,-26.446,1,0.461,184.059,0.97,4,0.835,0.961,0.417,0.0787,0.999,0.596,0.188,0.00532
Unknown,3cK6EDdflOk0PZhknPevxg,59,22/9/16,miss,250.85039,6,0.39,-16.787,1,0.567,130.994,0.234,4,0.565,0.959,0.417,0.102,0.000275,0.891,0.0368,0.0863
Suffer,5uAeahijdsH6Pu4es1OVCt,52,29/1/16,miss,210.68,3,0.519,-7.323,0,0.604,175.938,0.548,3,1,0.75,0.58,0.443,0,0.0742,0.0498,0.576
Eatin' Pussy/Kickin' Ass,0nJzekxLI0x35YtKg0FdZ2,54,12/2/16,miss,191.52,11,0.606,-6.899,0,0.571,137.723,0.552,4,0.964,0.038,0.586,0.848,0.00064,0.122,0.297,0.645
Aphasia,1J30UAywzkSeB63hl3nYrf,51,12/2/16,miss,270.93333,6,0.787,-7.991,1,0.739,66.749,0.058,4,0.715,0.77,0.309,0.482,7.06E-06,0.235,0.0422,0.349
Antes de Morirme (feat. Rosalía),7aFBy1CBLGnZE1Iv6TvEZE,75,5/7/16,hit,199.99442,8,0.09,-8.882,0,0.097,97.921,0.29,4,1,0.0718,0.865,0.498,0.00312,0.108,0.168,0.131
Bulletproof (feat. Justin Adams),4RgYn57KvMK2jSgVhfGmFE,51,12/8/16,miss,207.52939,10,0.791,-7.693,1,0.802,84.971,0,4,1,0.0642,0.665,0.626,0,0.153,0.0429,0.66
Locos,3GSMdtJphymHEsR8K9jT5Q,71,11/3/16,hit,177.6,10,0.229,-6.433,1,0.238,112.021,0.889,4,1,0.062,0.724,0.652,0.000283,0.0922,0.0341,0.956
Imperfections,5ZrXrkkvfC3yUiwabIAjxR,51,1/12/16,miss,216.74667,5,0.243,-8.303,0,0.405,166.003,0.432,4,0.441,0.024,0.7,0.594,3.74E-05,0.113,0.0667,0.835
If That's Ok,7wQ9DeZTB7OJ8rnrxeUHSl,53,15/4/16,miss,196.1971,5,0.893,-8.636,1,0.651,169.938,0.132,4,1,0.0816,0.687,0.491,5.25E-06,0.0901,0.368,0.663
Father Jesus Spirit (Live),3HFDqVk2aoM1o7MKARrW5U,53,30/9/16,miss,384.01333,1,0.565,-3.813,1,0.582,127.988,0.935,4,0.847,0.0601,0.655,0.954,0,0.326,0.0888,0.612
Something In The Way,7ckBDjvywnzcenF6ctirBc,61,17/11/16,miss,275.79655,2,0.327,-7.462,0,0.425,60.603,0.034,4,0.747,0.355,0.633,0.459,1.30E-05,0.0715,0.0446,0.255
California Sunrise,5Bd5ry1IcRhTutirnhhQft,52,13/5/16,miss,256.57333,7,0.598,-4.172,1,0.755,186.109,0.064,4,0.901,0.0371,0.386,0.73,0,0.113,0.0408,0.56
A Different World (feat. Corey Taylor),3ns1Hn52RB28zGVHiFvz7W,54,21/10/16,miss,200.96,10,0.701,-4.873,1,0.461,105.118,0.447,4,0.944,0.000389,0.576,0.785,0.0109,0.103,0.0355,0.406
Numb,4m6fcqkqjsPPbjf7gjRzQM,54,3/10/16,miss,240.04789,6,0.433,-6.289,0,0.583,119.946,0.211,4,1,0.191,0.77,0.767,0,0.0873,0.177,0.246
Chachachá,6aommJFM8i3iT4inKuDSXh,72,14/10/16,hit,215.98644,5,0.55,-10.944,1,0.479,110.827,0.698,4,0.986,0.791,0.68,0.321,4.67E-06,0.125,0.0376,0.416
Chain Smokin',1PTQ22h4JKA2u6BTbuZ5Oc,52,29/7/16,miss,222.13333,1,0.461,-3.84,0,0.555,203.888,0.445,4,0.994,0.152,0.384,0.834,0,0.125,0.0353,0.266
American Spirit,1AhsVSzy9ptjkDYaeZS7RT,51,28/10/16,miss,217.73333,2,0.632,-8.303,1,0.71,79.991,0.526,4,0.889,0.154,0.623,0.625,1.68E-05,0.114,0.0278,0.646
Hypnotic - Vanic Remix,1lhLZGDYPwXeOjfpxMWtQZ,55,15/1/16,miss,282,6,0.018,-5.633,0,0.289,160.003,0.391,4,0.961,0.00366,0.56,0.754,0,0.519,0.0727,0.472
When - Live,5CqXrqDRXfF5jNVwT0nmPF,55,18/11/16,miss,195,8,0.473,-12.934,1,0.469,72.702,0.001,3,0.009,0.929,0.308,0.179,0.0041,0.108,0.0332,0.285
Cómo Te Atreves,7M6CFruBrM5x7u0lTMtm6r,74,17/6/16,hit,240.56,4,0.547,-4.544,1,0.535,130.966,0.938,4,0.984,0.0945,0.618,0.893,0,0.206,0.042,0.77
Ain't No Time,7givkGZW1cwM8MJYzMd2Na,52,13/4/16,miss,202.80431,7,0.211,-6.677,0,0.512,145.016,0.906,4,1,0.00941,0.842,0.587,0.000337,0.111,0.069,0.135
Yo Sí Te Amé,7qTZWu7DZrNYEICoyeniG7,58,6/5/16,miss,156.12,10,0.635,-5.523,1,0.589,125.198,0.669,4,0.984,0.309,0.663,0.548,0,0.12,0.0277,0.78
Anywhere,0fMMtO0pOYIGWfbJmrqfVJ,55,16/9/16,miss,177.5956,8,0.226,-4.089,1,0.325,115.009,0.833,4,1,0.0266,0.795,0.642,1.20E-05,0.0805,0.0425,0.608
Hope,2k3Wyq6QP81TQLzk0fu9WH,53,1/4/16,miss,133.65333,6,0.397,-4.836,0,0.166,78.772,0.191,4,0.423,0.824,0.444,0.564,0,0.0953,0.0312,0.752
Casin,04U72dJzpaGsMl4edd1ZyX,55,3/9/16,miss,106.15383,0,0.082,-6.84,1,0.487,104.022,0.95,4,1,0.0631,0.964,0.662,0.0657,0.0709,0.217,0.737
BUS RIDE,1ZTDfHyxJJVBSkFA9h6GRs,55,6/5/16,miss,133.34667,9,0.419,-8.587,1,0.357,82.075,0.847,4,1,0.0101,0.657,0.438,0.934,0.112,0.0483,0.688
I Took A Pill In Ibiza - Seeb Remix,0vbtURX4qv1l7besfwmnD8,77,6/5/16,hit,197.93333,7,0.562,-6.647,0,0.633,101.965,0.741,4,1,0.0353,0.663,0.713,7.68E-06,0.0843,0.112,0.69
Invite Me,4KwIqqiWKTbWIaxrSurXQE,53,1/6/16,miss,199.7873,9,0.432,-8.293,0,0.577,128.31,0.099,4,1,0.491,0.555,0.378,0,0.0884,0.0384,0.228
Lazarus,3Vn9oCZbdI1EMO7jxdz2Rc,59,8/1/16,miss,382.38667,9,0.547,-6.896,0,0.444,129.972,0.69,4,0.88,0.0466,0.66,0.695,0.145,0.0854,0.029,0.506
1st Day Out Tha Feds,3O4mrgA9FYu5MA79rqTfpL,51,22/7/16,miss,184.4,4,0.523,-6.711,1,0.531,138.013,0.546,4,1,0.00122,0.87,0.427,0.000274,0.114,0.0694,0.634
Louie's Lullaby,5Y69oMuGeIxfP4tIcCv6EO,53,11/11/16,miss,171.62766,1,0,-12.962,1,0.269,92.575,0.203,4,0.939,0.874,0.544,0.543,0.13,0.112,0.0452,0.0444
Rx Luv,6r4BCh7znuoqv6Zh7q0HAN,54,23/10/16,miss,218.46154,8,0.718,-1.696,0,0.717,155.953,0.309,4,0.891,0.0619,0.675,0.726,2.86E-05,0.0945,0.0313,0.591
DaBaby - Intro,64Fn8MbDJMq05zkeBMb4AA,49,2/12/16,miss,89.55937,10,0.493,-7.191,0,0.54,125.95,0.813,4,1,0.295,0.903,0.637,0,0.203,0.0818,0.624
Que Lo Nuestro Se Quede Nuestro,3rtxFFGZ10e2vYBo7PsPf2,70,5/2/16,hit,222.82667,4,0.516,-8.583,0,0.571,144.092,0.18,4,1,0.488,0.464,0.444,2.32E-05,0.166,0.027,0.294
Volvió el Sensei,71RL6jIJ10rJuR0kfK1eut,62,18/11/16,miss,204.70667,1,0.228,-5.478,1,0.335,136.121,1,4,1,0.0492,0.871,0.54,0,0.161,0.29,0.3
COMA,0KwDImJ4t4ubJtKzErx916,51,20/5/16,miss,173.76,1,0.616,-2.426,0,0.628,107.992,0.493,4,1,0.00145,0.619,0.976,0,0.0936,0.0937,0.41
Supernatural (feat. Anjulie),1axYKkAUrZbB1axBahVM2J,53,9/9/16,miss,268.96567,8,0.242,-3.162,0,0.363,144.833,0.351,4,1,0.00702,0.511,0.951,0.000494,0.355,0.408,0.214
Snake & the Prairie Dogs,73lazFpiwNfnU6ysfoUgGq,51,15/8/16,miss,147.2,3,0.147,-9.955,1,0.314,150.186,0.282,4,1,0.247,0.718,0.474,1.85E-06,0.671,0.196,0.765
Keeping Your Head Up - Don Diablo Remix; Radio Edit,7KCXA4Y1gIGDSm388m9bW1,56,12/2/16,miss,207.14553,11,0.432,-1.73,1,0.475,126.084,0.601,4,0.873,0.46,0.639,0.931,0,0.0942,0.0708,0.471
Something About You,1y5g6vIm7KVdebf5bVyjWX,53,5/2/16,miss,261.79265,1,0.591,-8.15,0,0.499,110.091,0.315,4,1,0.0888,0.575,0.681,0,0.219,0.127,0.232
Into You - 3LAU Remix,1cfVkL84XmRON3Gl9jDXKI,56,19/8/16,miss,197.14667,9,0,-5.603,1,0.207,126.079,0.711,3,0.76,0.0175,0.616,0.796,0.00302,0.184,0.135,0.247
Better By Your Side,1veoLuuMcaSn6rPACuG52I,60,4/11/16,miss,319.91778,1,0.798,-7.785,0,0.724,121.997,0.895,4,1,0.00557,0.637,0.79,0.209,0.0682,0.0424,0.584
Write On Me,0UnhE0UhBTBwtnzEXzP0it,57,27/5/16,miss,219.56,7,0.468,-5.427,0,0.606,189.879,0.043,4,1,0.359,0.441,0.692,1.94E-06,0.161,0.128,0.475
Surefire,34JBZjGLUZonoqFjtbC31v,53,2/12/16,miss,243.18667,9,0.16,-4.537,1,0.386,138.174,0.083,4,0.87,0.523,0.581,0.634,0,0.204,0.0812,0.253
Out of Mind,5Jl1QnoXsEsRJOOoXHApab,53,5/2/16,miss,188.05048,11,0.434,-5.342,0,0.559,154.896,0.809,4,0.873,0.000445,0.478,0.955,0.892,0.0541,0.0542,0.546
That Could Still Be Us,6VgISJHNIb5ltPAFWZRSBK,49,6/5/16,miss,237.65333,1,0.522,-7.027,1,0.609,79.922,0.038,4,0.76,0.664,0.589,0.413,0,0.106,0.0302,0.2
Stay,3xmhECNTS8KZQ7C6ye7JIK,48,19/8/16,miss,245.32676,6,0.454,-9.705,1,0.754,80.027,0.13,4,0.754,0.482,0.231,0.465,0.000877,0.0593,0.0373,0.266
Billy No Mates,20Ov9PW41YrzgpGdvbARfE,50,16/9/16,miss,134.25329,8,0.327,-4.287,0,0.242,74.252,0.158,4,0.956,0.000205,0.366,0.955,2.32E-05,0.524,0.103,0.262
James Joint,6K4Co1NQyOnoFEJMkZHkln,58,28/1/16,miss,72.08,4,0.535,-11.658,1,0.596,135.42,0.214,4,0.953,0.619,0.38,0.199,0.000136,0.28,0.0296,0.401
Like You Knew It,6NLSxiGtbk7psHLQv0m6XP,57,18/12/16,miss,208.32263,10,0.615,-28.372,0,0.745,70.675,0.098,4,0.412,0.995,0.378,0.00759,0.965,0.0891,0.0612,0.147
Sermon,0zzdXBwYgPZR88QZr86hWF,57,28/10/16,miss,272.57333,11,0.399,-5.051,0,0.499,84.744,0.452,4,1,0.138,0.528,0.708,0,0.134,0.162,0.627
Feels Like Home - Radio Edit,7MCgEv2ovQuxfijz2WZ4kH,56,6/5/16,miss,184.918,8,0.524,-3.774,1,0.552,121.94,0.233,4,1,0.033,0.615,0.826,6.99E-05,0.186,0.145,0.489
Inside Out (feat. Charlee),4GdYM1hIvRfK8keBF2eQ1a,55,4/11/16,miss,233.57333,7,0.537,-5.874,0,0.569,143.963,0.537,4,1,0.00296,0.55,0.655,1.54E-05,0.138,0.0311,0.14
Fake It,5OALp7wDh1vM2nza1qDArn,54,9/9/16,miss,244.1356,0,0.543,-4.674,0,0.583,144.993,0.775,4,0.908,0.212,0.594,0.75,2.33E-06,0.19,0.0431,0.246
Until,12QGzyoz1Twe9EwaVxtOrH,51,2016,miss,214.53166,5,0.323,-7.012,0,0.231,160.3,0.298,4,1,0.861,0.556,0.677,0.0469,0.147,0.481,0.575
Prima Donna,1PjKowBEfdICVBaxJDPsvm,50,25/8/16,miss,210.05333,11,0.308,-7.707,1,0.436,154.008,0.34,4,0.854,0.305,0.704,0.651,1.64E-05,0.324,0.499,0.331
Don't Know How,05GvhIvS56t5EBoG8YtyCK,50,12/8/16,miss,174.04902,8,0.097,-6.154,1,0.269,110,0.297,4,1,0.0454,0.64,0.428,0.000449,0.171,0.0749,0.17
Serious (feat. Matt Corby),18YIDJGWXocUPFbAzTaq8g,57,13/5/16,miss,234.09333,7,0.38,-10.833,0,0.52,100.06,0.064,4,0.897,0.642,0.677,0.569,0.00119,0.509,0.0927,0.288
Caves - Samuraii Remix,3nKKsoq3GNbHSV6Q9d5g3d,52,2/12/16,miss,220.13791,8,0.136,-13.286,1,0.396,145.017,0.366,4,0.966,0.615,0.841,0.3,0.661,0.0957,0.185,0.337
Bonbon,2nHYDKaWCLNGYMPF0mNLCr,47,21/7/16,miss,167,0,0.788,-5.023,0,0.866,126.477,0.276,5,0.846,0.128,0.632,0.681,1.53E-05,0.116,0.115,0.633
DM,0YwxZXiwZDJbWhfQJMIn8u,58,30/6/16,miss,248.18667,11,0.279,-9.318,0,0.351,124.973,0.5,4,0.697,0.174,0.845,0.524,0,0.0965,0.208,0.194
Anticipation,3fFCNT0I1D5jTG27em7hAQ,57,28/11/16,miss,189.69283,11,0.775,-18.874,1,0.526,179.276,0.03,4,0.997,0.98,0.275,0.0839,0.892,0.0988,0.0432,0.208
Remember Who I Was,0N5iX9O78Wsg0bzaU9qHIL,54,28/10/16,miss,177.93333,8,0.611,-9.124,1,0.683,79.559,0.171,4,0.762,0.848,0.35,0.34,9.41E-06,0.112,0.0491,0.182
Angel Down - Work Tape,6vIi1fDLoB0cXdUqcZ6QRi,55,21/10/16,miss,139.82667,0,0.619,-8.269,1,0.632,111.708,0.128,4,1,0.556,0.643,0.233,0,0.113,0.0324,0.16
Bounce,6QCvI9gnU6MchZCPq99h85,48,3/3/16,miss,257.77333,10,0.685,-2.154,0,0.637,159.489,0.169,4,1,0.0813,0.555,0.851,0,0.19,0.338,0.72
Electric Sunrise,28uTV1xcMTcIPTsKVbyhFV,52,26/8/16,miss,305,8,0.762,-7.939,1,0.684,95.835,0.069,5,0.339,0.0244,0.343,0.629,0.908,0.11,0.0532,0.226
Cary Me Back,7hniD3L7AJUoBpytFpkcDn,49,26/8/16,miss,233.13687,2,0.399,-7.635,1,0.535,134.001,0.051,3,1,0.0582,0.499,0.491,0.166,0.118,0.0322,0.136
Another Bullet,4H3waktCzPSdbngl9nRRSO,46,20/5/16,miss,247.42667,3,0.511,-7.687,1,0.605,135.963,0.585,4,0.676,0.31,0.632,0.494,4.30E-05,0.0954,0.0315,0.229
Amor Del Bueno,5ZyWRrIdTZx4TneEv0FklV,52,8/7/16,miss,193.81333,10,0.506,-4.44,1,0.581,138.087,0.874,3,1,0.532,0.713,0.606,0,0.175,0.0358,0.849
The Early Morning Rain,3WjcRyEw6Kse8NJsInjB3l,54,1/3/16,miss,87.87374,0,0.591,-20.356,1,0.312,0,0,0,0,0.139,0,0.955,0.997,0.425,0,0
"I Am You, You Are Me",75ai0ibymmqyCyaxwZuhnu,53,25/1/16,miss,213.25166,9,0.604,-6.928,0,0.289,96.975,0.662,4,0.991,0.317,0.769,0.617,0,0.305,0.0531,0.7
Under You,5BXNi1mVw6Cu7zzqR1VZbR,53,10/6/16,miss,197.34667,7,0.37,-5.718,1,0.486,96.016,0.896,4,1,0.0152,0.648,0.754,0,0.0929,0.0556,0.684
Your Love,0RZfOr4ZxPJYOGqfhSQqoo,51,6/5/16,miss,295.21333,1,0.532,-4.958,1,0.658,92.591,0.447,4,0.955,0.0269,0.355,0.821,0,0.121,0.237,0.413
Mind (feat. Kai) - Ekali & Gravez Remix,6Becybd5TsDaxOiP9YzGf9,51,28/7/16,miss,255.84907,6,0.303,-5.754,0,0.43,106.046,0.478,4,0.903,0.0545,0.557,0.722,2.29E-06,0.077,0.0737,0.159
Turn Into,0iIZNAtdihZR65sTst3KgZ,46,22/7/16,miss,203.53655,8,0.308,-6.801,0,0.548,114.986,0.885,4,1,0.0846,0.607,0.817,0.0264,0.129,0.0342,0.896
Tu Eres Rey (feat. Christine D'clario),1ldSYj8tmHJ9qzizTSj9is,56,12/9/16,miss,384.18481,4,0.562,-6.108,1,0.605,139.903,0.335,4,1,0.361,0.304,0.745,0,0.228,0.0437,0.127
Vice Grip,6ImePfz0yslIWLPQ7cQIYA,53,15/7/16,miss,263.58667,11,0.439,-3.229,0,0.559,124.041,0.453,4,1,3.17E-05,0.48,0.988,0.00432,0.389,0.0838,0.252
Stompin’ Grounds,4BzoYllBz7adpD3I1vPE8Z,46,1/4/16,miss,276.16,11,0.54,-9.504,1,0.621,99.995,0.539,4,1,0.00404,0.562,0.488,0,0.073,0.0279,0.346
Daring to Hope,7weVuu0EBJF9abMczrzB0c,53,16/9/16,miss,100.32,1,0.74,-18.372,0,0.744,116.391,0.192,4,0.981,0.918,0.227,0.152,0.96,0.102,0.0355,0.0569
A Mi Manera - En Vivo [Un Azteca en el Azteca],78fl7FwLL7HK60Oa6xg4Ng,55,2/9/16,miss,350.49333,0,0.626,-7.999,1,0.729,164.057,0.094,4,0.993,0.225,0.261,0.451,0.0117,0.992,0.03,0.402
People,3z3zYwyEKFuuEPXszQ8zYv,51,18/11/16,miss,255.24766,0,0.237,-8.991,1,0.406,114,0.81,4,1,0.718,0.674,0.464,4.12E-05,0.199,0.0347,0.503
New Beginnings,5IjJUHcjhfWQU77apE7F4V,49,10/6/16,miss,174.42857,0,0.85,-18.28,1,0.938,104.975,0.633,4,0.626,0.968,0.406,0.284,0.967,0.076,0.029,0.0377
Zero,5jr7HBFD9yryABMbPd4aJR,49,22/7/16,miss,182.29333,3,0.631,-3.971,0,0.555,101.497,0.555,4,0.937,1.77E-05,0.423,0.985,0,0.366,0.101,0.162
Give Me Tonight,6gIsoUnO4GbOdCQ3Juv8jm,52,5/8/16,miss,262.32653,1,0.53,-10.636,1,0.578,88.057,0.383,4,1,0.739,0.648,0.368,0.0109,0.179,0.0373,0.257
Aggressive,1Kax6MSxr5YMFzMH8EgUhx,50,3/6/16,miss,248.34753,2,0.504,-3.577,1,0.621,119.014,0.644,4,1,0.000667,0.604,0.987,9.04E-05,0.37,0.223,0.287
Been A While,1kCmNY43mqsH2Uny481jIA,56,5/2/16,miss,163.52653,1,0.317,-6.064,0,0.572,120.004,0.858,4,1,0.425,0.779,0.695,0.000769,0.107,0.031,0.392
Dorks,4mgearnxcRBtuysKylvDYE,48,29/4/16,miss,212.90667,7,0.791,-5.922,1,0.554,168.114,0.524,4,1,0.203,0.673,0.838,8.80E-06,0.105,0.314,0.872
Love Is the Name,4enwRm8pMU2lOtbnx4hBEU,57,8/4/16,miss,207.71578,7,0.753,-3.979,1,0.73,94.006,0.383,4,1,0.00177,0.658,0.776,3.87E-05,0.0349,0.0363,0.735
Gaims,33QRZ83m8m6l7dO8Qx0mvn,46,1/7/16,miss,208.24322,2,0.166,-6.125,1,0.112,95.404,0.426,4,1,0.113,0.599,0.704,0,0.121,0.349,0.716
Sunset,4PMmwowVLOajPdiKnrU1vK,51,1/8/16,miss,326.52095,0,0.619,-7.333,1,0.608,113.994,0.77,4,0.637,0.00114,0.626,0.706,0.00255,0.222,0.0269,0.378
Out There,6bz7RbUwk0LTLAHE4WvdeC,48,22/1/16,miss,275.94667,1,0.48,-7.99,0,0.548,171.488,0.019,4,0.605,0.796,0.252,0.469,4.56E-06,0.0774,0.046,0.317
